Species,Sample_Id,Total_pattern_rel,Tip_rel,Spots_rel,Spot1_rel,Spot2_rel,Spot3_rel,Spot4_rel,Spot5_rel,Total_pattern_abs,Tip_abs,Spots_abs,Spot1_abs,Spot2_abs,Spot3_abs,Spot4_abs,Spot5_abs
E_astrild,DSC_8798,0.05661017,0.017898305,0.057559322,0.010576271,0.007254237,0.005423729,0.005966102,0.009491525,0.605841134,0.191547375,0.615998944,0.113187083,0.077634728,0.058044659,0.063849125,0.101578153
E_astrild,DSC_8865,0.10088136,0.065898305,0.095186441,0.012542373,0.005016949,0.005898305,0.010440678,0.005016949,1.079630702,0.705242608,1.01868377,0.134228275,0.053691308,0.063123567,0.111735969,0.05369131
E_astrild,DSC_8928,0.01098305,0,0.010983051,0.004,0.001694915,0.001966102,0.002372881,0.000949153,0.117540426,0,0.117540436,0.042807936,0.018138953,0.021041189,0.025394539,0.010157815
E_astrild,DSC_9009,0.02230508,0.001152542,0.022305085,0.009627119,0.003186441,0.002779661,0.002983051,0.002576271,0.23870861,0.01233449,0.238708663,0.103029274,0.034101241,0.029747888,0.031924562,0.027571213
E_astrild,DSC_9321,0.05708475,0.032338983,0.052067797,0.011050847,0.002983051,0.002644068,0.002644068,0.004338983,0.610920082,0.34609128,0.557228731,0.118265988,0.031924564,0.028296771,0.028296771,0.046435728
E_astrild,DSC_9462,0.10338983,0.070101695,0.10020339,0.01240678,0.004881356,0.005423729,0.005016949,0.005220339,1.106476308,0.750227218,1.072375078,0.132777161,0.052240194,0.058044659,0.05369131,0.055867985
E_astrild,DSC_9500,0.0660339,0.029966102,0.066847458,0.01159322,0.002779661,0.008881356,0.009152542,0.003525424,0.706693742,0.320696741,0.715400427,0.124070455,0.029747888,0.095048129,0.097950362,0.037729028
E_astrild,DSC_9679,0.03715254,0.002779661,0.036542373,0.008745763,0.006576271,0.006305085,0.007322034,0.006101695,0.397605889,0.029747888,0.391075892,0.093597016,0.070379147,0.067476916,0.07836029,0.065300241
E_astrild,DSC_9708,0.02101695,0,0.021016949,0.008271186,0.006101695,0.00020339,0.000542373,0.005898305,0.224923063,0,0.224923052,0.0885181,0.065300242,0.002176674,0.005804466,0.063123567
E_astrild,DSC_9747,0.01132203,0.001830508,0.009830508,0.00359322,0.003050847,0,0,0.002576271,0.121168184,0.019590072,0.105205939,0.038454583,0.032650116,0,0,0.027571213
E_astrild,DSC_9932,0.04372881,6.77966E-05,0.044067797,0.014847458,0.007932203,0.004745763,0.006101695,0.006508475,0.467985026,0.000725558,0.471612859,0.158897258,0.08489031,0.050789077,0.065300241,0.069653591
E_astrild,DSC_9959,0.01701695,0,0.017016949,0.007864407,0.002915254,0.001084746,0.001830509,0.003322034,0.182115127,0,0.182115116,0.084164758,0.031199002,0.011608932,0.019590073,0.035552354
E_astrild,DSC_9978,0.03857627,0.001355932,0.037762712,0.013355932,0.008542373,0.002644068,0.002711864,0.009355932,0.412842625,0.014511165,0.40413594,0.142934971,0.091420339,0.028296771,0.029022329,0.100127037
V_macroura,DSC_0579,0.11579661,0.064677966,0.0500339,0.01830508,0.008813559,0.004677966,0.005423729,0.013084746,1.239253469,0.692182559,0.535461998,0.195900674,0.094322568,0.050063517,0.058044661,0.140032743
V_macroura,DSC_0686,0.05071186,0.01261017,0.03810169,0.01783051,0.005627119,0.004813559,0.003728814,0.006033898,0.542717515,0.134953832,0.407763677,0.190821833,0.060221338,0.051514631,0.039905708,0.06457468
V_macroura,DSC_0834,0.09545763,0.045559322,0.04955932,0.02027119,0.010983051,0.003864407,0.004067797,0.011186441,1.02158603,0.487575136,0.53038305,0.216941951,0.117540436,0.041356822,0.043533498,0.119717113
V_macroura,DSC_0993,0.10861017,0.065016949,0.04359322,0.01755932,0.009559322,0.003525424,0.004474576,0.008474576,1.162344303,0.695810351,0.466533944,0.187919562,0.102303711,0.037729031,0.047886841,0.090694777
V_macroura,DSC_1036,0.03640678,0.004542373,0.03186441,0.01457627,0.005355932,0.002983051,0.003118644,0.005830508,0.389624778,0.048612402,0.341012406,0.155995009,0.057319099,0.031924564,0.033375678,0.062398003
V_macroura,DSC_1071,0.09647458,0.040135593,0.05654237,0.0220339,0.01179661,0.004949153,0.004949153,0.012610169,1.032469413,0.429530477,0.60511554,0.235806446,0.126247132,0.052965756,0.052965756,0.134953827
V_macroura,DSC_1098,0.04922034,0.016,0.03322034,0.01233898,0.007254237,0.003525424,0.002915254,0.007186441,0.526755292,0.171231744,0.355523548,0.132051567,0.077634728,0.037729031,0.031199002,0.076909177
V_macroura,DSC_1160,0.11491525,0.049288136,0.06555932,0.0240678,0.014915254,0.006101695,0.005966102,0.014576271,1.229821168,0.527480839,0.701614795,0.257573211,0.15962281,0.065300242,0.063849128,0.155995019
V_macroura,DSC_1281,0.05349153,0.010101695,0.04338983,0.01749153,0.011186441,0.002237288,0.001966102,0.010508475,0.572465499,0.108108177,0.464357267,0.187194074,0.119717113,0.02394342,0.021041192,0.112461531
V_macroura,DSC_1316,0.04752542,0.017491525,0.0300339,0.01572881,0.007050847,0,0,0.007254237,0.508616285,0.187194025,0.321422318,0.168329473,0.075458052,0,0,0.077634728
V_macroura,DSC_1347,0.07410169,0.028745763,0.04535593,0.01871186,0.009288136,0.004067797,0.00420339,0.009084746,0.793035102,0.307636693,0.485398438,0.200254027,0.099401483,0.043533498,0.044984613,0.097224806
V_macroura,DSC_5163,0.1160678,0.063661017,0.0520678,0.02888136,0.010101695,0.002169492,0.002169492,0.009355932,1.24215574,0.681299185,0.557228763,0.309087853,0.108108178,0.023217869,0.023217869,0.100127035
V_macroura,DSC_5180,0.20338983,0.133694915,0.06128814,0.03118644,0.009084746,0.002915254,0.004135593,0.011186441,2.176674709,1.430800846,0.655904695,0.333756782,0.097224806,0.031199002,0.04425905,0.119717113
V_macroura,DSC_5724,0.05111864,0.000271186,0.04949153,0.02040678,0.010372881,0.004610169,0.004338983,0.010169492,0.547070868,0.002902233,0.529657563,0.218393033,0.111010407,0.049337955,0.046435727,0.108833741
V_macroura,DSC_6255,0.12074576,0.07240678,0.04732203,0.02210169,0.00840678,0.003389831,0.004677966,0.008745763,1.292219193,0.774896199,0.506439609,0.236531933,0.089969225,0.036277917,0.050063517,0.093597016
V_macroura,DSC_6269,0.12542373,0.075864407,0.04949153,0.02257627,0.009830508,0.003389831,0.003389831,0.010508475,1.342282753,0.811899669,0.529657563,0.241610881,0.105205939,0.036277917,0.036277917,0.112461531
V_macroura,DSC_8972,0.05186441,0.005016949,0.04684746,0.01511864,0.011118644,0.005898305,0.00420339,0.010440678,0.555052087,0.05369131,0.501360768,0.161799444,0.11899155,0.063123566,0.044984613,0.111735969
V_purpurascens,DSC_0802,0.2740736,0.1832567,0.0902759,0.02150392,0.02901001,0.004936435,0.005680281,0.0292805,4.143199463,2.770310825,1.364710284,0.325077022,0.438547375,0.074624608,0.085869406,0.442636401
V_purpurascens,DSC_1223,0.2141601,0.1579659,0.05619421,0.02177441,0.01778469,0,0,0.01582364,3.237480776,2.387987139,0.849493788,0.329166048,0.268853031,0,0,0.239207632
V_purpurascens,DSC_5564,0.2354612,0.1578983,0.0772924,0.02955099,0.02292399,0.00311063,0.002502029,0.01940763,3.559491747,2.386965223,1.168437347,0.446725427,0.34654437,0.047023721,0.037823436,0.293387186
V_purpurascens,DSC_8263,0.123749,0.0857452,0.03800379,0.01487693,0.01352448,0,0,0.00960238,1.87072666,1.296219215,0.574507294,0.224896117,0.204450988,0,0,0.145160189
V_purpurascens,DSC_9119,0.2380308,0.1683798,0.06917771,0.02285637,0.02461455,0.002502029,0.001825805,0.01731133,3.598336661,2.545415162,1.045766724,0.345522151,0.372100744,0.037823436,0.027600886,0.261697198
L_rhodopareia,DSC_0726,0.1911685,0.1095483,0.08162023,0.0135921,0.026778469,0.007506086,0.00818231,0.025561266,2.889914339,1.656053183,1.233861609,0.205473207,0.404812935,0.113470292,0.123692842,0.386412349
L_rhodopareia,DSC_0890,0.1788612,0.1142819,0.06593184,0.01886665,0.014876927,0.008926156,0.010616716,0.012645388,2.703863589,1.727611513,0.996698566,0.285209134,0.224896072,0.13493764,0.160494013,0.191161662
L_rhodopareia,DSC_0919,0.179808,0.1199621,0.06011631,0.01501217,0.014606438,0.007708953,0.009196646,0.013592102,2.718176464,1.813479694,0.908784587,0.226940554,0.220807061,0.116537054,0.139026666,0.205473237
L_rhodopareia,DSC_0950,0.1983365,0.1399107,0.05896673,0.01575602,0.01325399,0.006829862,0.008520422,0.014471193,2.998273749,2.11504478,0.891406265,0.238185413,0.200361962,0.103247743,0.128804116,0.218762548
L_rhodopareia,DSC_6348,0.22099,0.1460644,0.07492562,0.02184203,0.01609413,0.010075737,0.009737625,0.017243711,3.340729093,2.208070911,1.132658485,0.330188267,0.243296657,0.152315977,0.147204702,0.260674994
L_rhodopareia,DSC_8015,0.1006897,0.061604,0.03908575,0.01514742,0.007776576,0.004395456,0.003245875,0.008520422,1.522136794,0.931274153,0.590863397,0.228985143,0.117559318,0.066446571,0.049068234,0.128804116
L_rhodopareia,DSC_9252,0.2288342,0.1228699,0.10569381,0.01514742,0.03611036,0.010684339,0.010346227,0.033473086,3.459310691,1.857437213,1.597784452,0.228985143,0.545884113,0.161516277,0.156405003,0.506016165
L_rhodopareia,DSC_9292,0.2791453,0.19198,0.08418988,0.01196916,0.028198539,0.0084528,0.008249932,0.02765756,4.219868885,2.90218187,1.272707279,0.180939052,0.426280282,0.127781867,0.124715091,0.418102246
L_rhodopareia,DSC_9886,0.2504734,0.1603327,0.08993779,0.01913714,0.025290776,0.011225318,0.009534758,0.026169867,3.786432755,2.423766304,1.359599039,0.28929816,0.382323323,0.169694314,0.14413794,0.395612634
L_rhodopareia,DSC_9905,0.2200433,0.1354477,0.08385177,0.01879903,0.022923992,0.009399513,0.011631052,0.022112524,3.32641773,2.047577139,1.267596034,0.284186915,0.3465444,0.142093427,0.175827837,0.334277353
L_rhodopareia,DSC_9186,0.2572356,0.1637814,0.09081688,0.01981336,0.034960779,0.008114688,0.005883148,0.022315391,3.888657644,2.475900665,1.372888335,0.299520649,0.528505776,0.122670593,0.088936168,0.337344115
